国军ipv6频道,#genre#
CCTV3,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-3-HQ/G_CCTV-3-HQ.m3u8
CCTV4,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-4-HQ/G_CCTV-4-HQ.m3u8
CCTV5,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-5-HQ/G_CCTV-5-HQ.m3u8
CCTV5+,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-5PLUS-HQ/G_CCTV-5PLUS-HQ.m3u8
CCTV6,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-6-HQ/G_CCTV-6-HQ.m3u8
CCTV7,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-7-HQ/G_CCTV-7-HQ.m3u8
CCTV8,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-8-HQ/G_CCTV-8-HQ.m3u8
CCTV9,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-9-HQ/G_CCTV-9-HQ.m3u8
CCTV10,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-10-HQ/G_CCTV-10-HQ.m3u8
CCTV11,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-11-HQ/G_CCTV-11-HQ.m3u8
CCTV12,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-12-HQ/G_CCTV-12-HQ.m3u8
CCTV13,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-13-HQ/G_CCTV-13-HQ.m3u8
CCTV14,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-14-HQ/G_CCTV-14-HQ.m3u8
CCTV15,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-15-HQ/G_CCTV-15-HQ.m3u8
CCTV16,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-16-HQ/G_CCTV-16-HQ.m3u8
CCTV17,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CCTV-17-HQ/G_CCTV-17-HQ.m3u8
北京卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_BEIJING-HQ/G_BEIJING-HQ.m3u8
东方卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_DONGFANG-HQ/G_DONGFANG-HQ.m3u8
江苏卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_JIANGSU-HQ/G_JIANGSU-HQ.m3u8
湖南卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HUNAN-HQ/G_HUNAN-HQ.m3u8
天津卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_TIANJIN-HQ/G_TIANJIN-HQ.m3u8
安徽卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_ANHUI-HQ/G_ANHUI-HQ.m3u8
山东卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_SHANDONG-HQ/G_SHANDONG-HQ.m3u8
辽宁卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_LIAONING-HQ/G_LIAONING-HQ.m3u8
河北卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HEBEI-HQ/G_HEBEI-HQ.m3u8
河南卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HENAN-HQ/G_HENAN-HQ.m3u8
江西卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_JIANGXI-HQ/G_JIANGXI-HQ.m3u8
东南卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_DONGNAN-HQ/G_DONGNAN-HQ.m3u8
广西卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_GUANGXI-HQ/G_GUANGXI-HQ.m3u8
海南卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HAINAN-HQ/G_HAINAN-HQ.m3u8
湖北卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HUBEI-HQ/G_HUBEI-HQ.m3u8
贵州卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_GUIZHOU-HQ/G_GUIZHOU-HQ.m3u8
云南卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_YUNNAN-HQ/G_YUNNAN-HQ.m3u8
吉林卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_JILIN-HQ/G_JILIN-HQ.m3u8
陕西卫视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_SHANXI-HQ/G_SHANXI-HQ.m3u8
黑龙江视,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_HEILONGJIANG-HQ/G_HEILONGJIANG-HQ.m3u8
中国教壹,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_CETV-1-HQ/G_CETV-1-HQ.m3u8
北京纪实,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_BEIJINGJS-HD/G_BEIJINGJS-HD.m3u8
上海纪实,http://gdctcc-livod.tx-cdn.gitv.tv/gitv_live/G_SHANGHAIJS-HD/G_SHANGHAIJS-HD.m3u8

CCTV1,http://222.142.69.206:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.142.69.206:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3,http://222.142.69.206:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4,http://222.142.69.206:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5,http://222.142.69.206:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://222.142.69.206:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://222.142.69.206:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8,http://222.142.69.206:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.142.69.206:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://222.142.69.206:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://222.142.69.206:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://222.142.69.206:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://222.142.69.206:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://222.142.69.206:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://222.142.69.206:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://222.142.69.206:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://222.142.69.206:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://222.142.69.206:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://222.142.69.206:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://222.142.69.206:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://222.142.69.206:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://222.142.69.206:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江卫视,http://222.142.69.206:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://222.142.69.206:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://222.142.69.206:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视高清,http://222.142.69.206:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://222.142.69.206:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://222.142.69.206:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://222.142.69.206:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://222.142.69.206:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
福建东南,http://222.142.69.206:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://222.142.69.206:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://222.142.69.206:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://222.142.69.206:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://222.142.69.206:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://222.142.69.206:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://222.142.69.206:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://222.142.69.206:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古卫视,http://222.142.69.206:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://222.142.69.206:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://222.142.69.206:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://222.142.69.206:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
旅游卫视,http://222.142.69.206:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://222.142.69.206:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://222.142.69.206:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
甘肃卫视,http://222.142.69.206:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://222.142.69.206:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
中国教育,http://222.142.69.206:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://222.142.69.206:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
嘉佳卡通,http://222.142.69.206:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
河南都市频道,http://222.142.69.206:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
河南民生频道,http://222.142.69.206:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
河南法制频道,http://222.142.69.206:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
河南电视剧频道,http://222.142.69.206:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
河南新闻频道,http://222.142.69.206:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
河南新农村,http://222.142.69.206:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
河南国际,http://222.142.69.206:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
梨园频道,http://222.142.69.206:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
武术世界,http://222.142.69.206:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
平顶山综合,http://222.142.69.206:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
平顶山城市,http://222.142.69.206:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
平顶山公共,http://222.142.69.206:9901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
经典电影,http://222.142.69.206:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
谍战剧场,http://222.142.69.206:9901/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰纪实,http://222.142.69.206:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://222.142.69.206:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
山东教育,http://222.142.69.206:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0


CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0&cdn=5202
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=0


凤凰卫视,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8
鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8

河南移动戏曲,http://live.dxhmt.cn:9080/19903718786/a9aab4c5eef74da18d684c75c6dd7e10.m3u8
河南睛彩中原,http://live.dxhmt.cn:9080/19903718786/854deb36f8db4c9098cad18cc35bd632.m3u8

鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8
太康综合,http://tvpull.dxhmt.cn:9081/tv/11627-1.m3u8
鹿邑新闻频道,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
河南乡村频道,http://115.60.241.249:2000/udp/225.1.4.120:1149
河南公共频道,http://115.60.241.249:2000/udp/225.1.4.58:1087
河南文物宝库,http://115.60.241.249:2000/udp/225.1.4.100:1129
河南新闻频道,http://115.60.241.249:2000/udp/225.1.4.56:1085
河南欢腾购物,http://115.60.241.249:2000/udp/225.1.4.57:1086
河南民生频道,http://115.60.241.249:2000/udp/225.1.4.53:1082
河南移动电视,http://115.60.241.249:2000/udp/225.1.5.40:1350
河南电视剧,https://dd.ddzb.fun/php/hntv.php?id=hndsj
河南新闻,https://dd.ddzb.fun/php/hntv.php?id=hnxw
河南公共,https://dd.ddzb.fun/php/hntv.php?id=hngg
河南乡村,https://dd.ddzb.fun/php/hntv.php?id=hnxc
河南梨园,https://dd.ddzb.fun/php/hntv.php?id=hnly
文物宝库,https://dd.ddzb.fun/php/hntv.php?id=wwbk
武术世界,https://dd.ddzb.fun/php/hntv.php?id=wspd
睛彩中原,https://dd.ddzb.fun/php/hntv.php?id=jczy
移动戏曲,https://dd.ddzb.fun/php/hntv.php?id=ydxj


CCTV16,https://stream1.freetv.fun/f5e0459fd9f11d93ac18af88196997db1c71aeb6d27ce1bd24faccb628652629.m3u8
CCTV1,https://api.livednow.org/migu/608807420?sign=gAAAAABnJcJqONXJva4TySqKVwkHLHby6Ne_WRDndhTk_GS6KA-nBZI-nPc8RaYfnLJYnZOi1_gpZX90FSquN6BF0XzcOnsBN41Kfi9k-GihR8VqmFvGDaU3-w7RPpKH_jQp1rc5eqRkG97TL1ZanN0d0KISy_vT_x2wMEchVQyRwJVbcr-5Q8MDl1WIvSdo9b0tlPwCujaaYIRxzFT-4iEr-NoUcuO0hw%3D%3D
CCTV7,https://api.livednow.org/migu/673168121?sign=gAAAAABnJcJqjxuw5GDu1iojWpw4c-mjlefodslPuTvBI0grkKhdH8h_8I3xIavNltrXtbWMtHw2egHRBx-ciorem6WfS3xSWscFzvRmGcIdMlNJzhJ72fhC6f4jukCtJf6F79fYHQr5HfVJPSsBq9qCvVa1xZUsL40rtzOqtvaErO6BDEcA1JD4CyrNUboyvMBD11iNwc58nYXZiV-cubZaPaet8B6Xyg%3D%3D
CCTV8,https://api.livednow.org/migu/624878356?sign=gAAAAABnJcJqw9dP6jwWUpKtifWTU97cE4kDpJmHWTbZD1ezcD3BLnqA4kJ_aSSQhe-ijrx2Z5Bm-wNBbguJ08avBolBe_yGvaJ1XKsKys_EAvx1QOauipvQfuKV15NrpBtQEMBADkCRzEwhHzbrcugddFVzwBFgmu7RrqSIIe848HA7b03yYseeTrXmOBJr1i1i99vgEUQOlaa1ismbhcTCecoRnyCfpQ%3D%3D
CCTV9,https://api.livednow.org/migu/673168140?sign=gAAAAABnJcJqdqv3pFhYgBnmgGSIbZzHbX-DBJ-zNXsXFK68-5Wan9QqWYyKUxKv-XaTGYQIel_BUzZGYjzs5NPKiqPSXuul1GUOzl4VFlTGdyR6nNrAKB_lLRVjYzhVt6KX7j3DAzD44tiZocsNItrAhkJX7yIj6OGUq8s_mfXT_nlO_Xmgp4LUF7YnUnrICTc0LNBR-pQ1H2eiQcO2V6TCwrqhcHkABg%3D%3D
CCTV12,https://api.livednow.org/migu/673168185?sign=gAAAAABnJcJqfs_3emdJIy9mYYyN6M29-FRfMp5HBvyku5jviEWtan66IU2XguJLoP7tu5be63y71Amc1LQKABsz3w4K4MYcVJZQ2FpXjnYoI80vaFeq2t-GfRY3n-XhzImihJvGiPd8fDG9pEIVWSneLNgmMkomXAfDlza_TggSrlVcSDkpi6DsXXNOBLsIpsHdWRSbJtzbhkX3j0w7KzFZhMevYAkEqg%3D%3D
CCTV13,https://api.livednow.org/migu/608807423?sign=gAAAAABnJcJqWcv58U6OGzQabwzd_fRQdYIiL56pNYvWDLYx8OqIYIZTaT5ceZHRyt06wODism6P1aOwUkuZhiEfldQ55DPEyxVt51QPQHSDakx6DZ2ucwlxwe6nUNX83Y9VomRK3nxUdOy7T5XXGKyCDKucirezIa1eLScwKqq2ONtkQFwIsf7M2R3c5RDB5YQ6uMRY3eA0hSaiRTacGYQSjA_U1rUG5g%3D%3D
CCTV3,http://dd.ddzb.fun:80/php/migu.php?id=cctv3
CCTV6,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2013693901/timeshift.m3u8?delay=m3u8

兵团卫视,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022606701/timeshift.m3u8?delay=m3u8
中国教育,http://mobilelive-timeshift.ysp.cctv.cn/timeshift/ysp/2022823801/timeshift.m3u8?delay=m3u8
CCTV1,http://112.102.217.173:9003//hls/13/index.m3u8
CCTV2,http://112.102.217.173:9003//hls/14/index.m3u8
CCTV3,http://112.102.217.173:9003//hls/15/index.m3u8
CCTV4,http://112.102.217.173:9003//hls/16/index.m3u8
CCTV5,http://112.102.217.173:9003//hls/17/index.m3u8
CCTV5+,http://112.102.217.173:9003//hls/18/index.m3u8
CCTV6,http://112.102.217.173:9003//hls/19/index.m3u8
CCTV7,http://112.102.217.173:9003//hls/20/index.m3u8
CCTV8,http://112.102.217.173:9003//hls/21/index.m3u8
CCTV9,http://112.102.217.173:9003//hls/22/index.m3u8
CCTV10,http://112.102.217.173:9003//hls/23/index.m3u8
CCTV11,http://112.102.217.173:9003//hls/24/index.m3u8
CCTV12,http://112.102.217.173:9003//hls/25/index.m3u8
CCTV13,http://112.102.217.173:9003//hls/26/index.m3u8
CCTV14,http://112.102.217.173:9003//hls/27/index.m3u8
CCTV15,http://112.102.217.173:9003//hls/28/index.m3u8
CCTV16,http://112.102.217.173:9003//hls/29/index.m3u8
CCTV17,http://112.102.217.173:9003//hls/30/index.m3u8

北京卫视,http://112.102.217.173:9003//hls/41/index.m3u8
东方卫视,http://112.102.217.173:9003//hls/39/index.m3u8
浙江卫视,http://112.102.217.173:9003//hls/40/index.m3u8
江苏卫视,http://112.102.217.173:9003//hls/38/index.m3u8
湖南卫视,http://112.102.217.173:9003//hls/37/index.m3u8
广东卫视,http://112.102.217.173:9003//hls/42/index.m3u8
天津卫视,http://112.102.217.173:9003//hls/46/index.m3u8
安徽卫视,http://112.102.217.173:9003//hls/43/index.m3u8
山东卫视,http://112.102.217.173:9003//hls/48/index.m3u8
河南卫视,http://112.102.217.173:9003//hls/44/index.m3u8
东南卫视,http://112.102.217.173:9003//hls/47/index.m3u8
海南卫视,http://112.102.217.173:9003//hls/53/index.m3u8
江西卫视,http://112.102.217.173:9003//hls/49/index.m3u8
湖北卫视,http://112.102.217.173:9003//hls/54/index.m3u8
四川卫视,http://112.102.217.173:9003//hls/50/index.m3u8
贵州卫视,http://112.102.217.173:9003//hls/52/index.m3u8
重庆卫视,http://112.102.217.173:9003//hls/55/index.m3u8
广西卫视,http://112.102.217.173:9003//hls/62/index.m3u8
辽宁卫视,http://112.102.217.173:9003//hls/57/index.m3u8
青海卫视,http://112.102.217.173:9003//hls/59/index.m3u8
云南卫视,http://112.102.217.173:9003//hls/60/index.m3u8
山西卫视,http://112.102.217.173:9003//hls/61/index.m3u8
新疆卫视,http://112.102.217.173:9003//hls/64/index.m3u8
兵团卫视,http://112.102.217.173:9003//hls/66/index.m3u8
宁夏卫视,http://112.102.217.173:9003//hls/67/index.m3u8
陕西卫视,http://112.102.217.173:9003//hls/68/index.m3u8
西藏卫视,http://112.102.217.173:9003//hls/58/index.m3u8
甘肃卫视,http://112.102.217.173:9003//hls/70/index.m3u8
内蒙古视,http://112.102.217.173:9003//hls/63/index.m3u8
黑龙江视,http://112.102.217.173:9003//hls/6/index.m3u8
卡酷少儿,http://112.102.217.173:9003//hls/71/index.m3u8
炫动卡通,http://112.102.217.173:9003//hls/72/index.m3u8
金鹰卡通,http://112.102.217.173:9003//hls/73/index.m3u8
优漫卡通,http://112.102.217.173:9003//hls/74/index.m3u8
动作电影,http://112.102.217.173:9003//hls/75/index.m3u8
爱情喜剧,http://112.102.217.173:9003//hls/76/index.m3u8
惊辣悬疑,http://112.102.217.173:9003//hls/77/index.m3u8
东北热剧,http://112.102.217.173:9003//hls/78/index.m3u8
嗨看暑假,http://112.102.217.173:9003//hls/79/index.m3u8
精品大剧,http://112.102.217.173:9003//hls/80/index.m3u8
古装剧场,http://112.102.217.173:9003//hls/81/index.m3u8
军旅剧场,http://112.102.217.173:9003//hls/82/index.m3u8
家庭剧场,http://112.102.217.173:9003//hls/83/index.m3u8
超级电视,http://112.102.217.173:9003//hls/84/index.m3u8
超级电影,http://112.102.217.173:9003//hls/85/index.m3u8
超级体育,http://112.102.217.173:9003//hls/86/index.m3u8
超级综艺,http://112.102.217.173:9003//hls/87/index.m3u8
精品记录,http://112.102.217.173:9003//hls/88/index.m3u8
精品体育,http://112.102.217.173:9003//hls/89/index.m3u8
金牌综艺,http://112.102.217.173:9003//hls/90/index.m3u8
军事评论,http://112.102.217.173:9003//hls/91/index.m3u8
农业致富,http://112.102.217.173:9003//hls/92/index.m3u8
怡伴健康,http://112.102.217.173:9003//hls/93/index.m3u8
潮妈辣妹,http://112.102.217.173:9003//hls/94/index.m3u8
武博世界,http://112.102.217.173:9003//hls/95/index.m3u8
中国功夫,http://112.102.217.173:9003//hls/96/index.m3u8
精品综艺,http://112.102.217.173:9003//hls/97/index.m3u8
热播精选,http://112.102.217.173:9003//hls/98/index.m3u8
黑莓电影,http://112.102.217.173:9003//hls/99/index.m3u8
黑莓动画,http://112.102.217.173:9003//hls/100/index.m3u8
哒啵赛事,http://112.102.217.173:9003//hls/101/index.m3u8
炫舞未来,http://112.102.217.173:9003//hls/102/index.m3u8
精彩篮球,http://112.102.217.173:9003//hls/103/index.m3u8
精彩竟技,http://112.102.217.173:9003//hls/104/index.m3u8
陕西卫视,http://218.13.170.98:9901/tsfile/live/0136_1.m3u8
新疆卫视,http://218.13.170.98:9901/tsfile/live/0110_1.m3u8
甘肃卫视,http://218.13.170.98:9901/tsfile/live/0141_1.m3u8
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
中国书画,http://124.230.56.27:55555/udp/239.76.253.77:9000
Ymg未来,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
新视觉hd,http://120.76.248.139/live/bfgd/4200000249.m3u8
重温经典,http://120.76.248.139/live/bfgd/4200000635.m3u8
重温经典,http://ali.hlspull.yximgs.com/live/awei_cwjd.flv
深圳卫视,http://112.102.217.173:9003//hls/51/index.m3u8
河北卫视,http://112.102.217.173:9003//hls/56/index.m3u8
吉林卫视,http://112.102.217.173:9003//hls/45/index.m3u8
延边卫视,http://112.102.217.173:9003//hls/65/index.m3u8

国军电影轮播,#genre#
刘德华,http://120.77.28.4:8648/huya.php?id=11342424
许冠英,http://120.77.28.4:8648/huya.php?id=11601972
李连杰,http://120.77.28.4:8648/huya.php?id=11342390
甄子丹,http://120.77.28.4:8648/huya.php?id=11352935
星爷,http://120.77.28.4:8648/huya.php?id=11342412
英叔,http://120.77.28.4:8648/huya.php?id=11342421
成龙,http://120.77.28.4:8648/huya.php?id=11342386
王晶,http://120.77.28.4:8648/huya.php?id=11602058
沈腾,http://120.77.28.4:8648/huya.php?id=11601968
黄渤,http://120.77.28.4:8648/huya.php?id=11352876
吴京,http://120.77.28.4:8648/huya.php?id=11602041
强森,http://120.77.28.4:8648/huya.php?id=21059581
怪兽,http://120.77.28.4:8648/huya.php?id=21059577
武侠,http://120.77.28.4:8648/huya.php?id=11342427
罪犯,http://120.77.28.4:8648/huya.php?id=11352962
枪战,http://120.77.28.4:8648/huya.php?id=21059579
盗墓,http://120.77.28.4:8648/huya.php?id=21059552
贺岁,http://120.77.28.4:8648/huya.php?id=11601971
玄幻,http://120.77.28.4:8648/huya.php?id=11342414
喜剧,http://120.77.28.4:8648/huya.php?id=11352877
港片,http://120.77.28.4:8648/huya.php?id=11602043
国产,http://120.77.28.4:8648/huya.php?id=11352973
喜剧专场,http://120.77.28.4:8648/huya.php?id=11602044
高分动作,http://120.77.28.4:8648/huya.php?id=11352884
黑帮斗争,http://120.77.28.4:8648/huya.php?id=11342419
嫣然影厅,http://120.77.28.4:8648/huya.php?id=11601977
许氏三杰,http://120.77.28.4:8648/huya.php?id=11602033
经典港片,http://120.77.28.4:8648/huya.php?id=11352965
蘑菇影厅,http://120.77.28.4:8648/huya.php?id=11601981
搞笑恐怖,http://120.77.28.4:8648/huya.php?id=11601960
死神来了,http://120.77.28.4:8648/huya.php?id=11352903
周星星-粤语,http://120.77.28.4:8648/huya.php?id=11336587
电影_发哥,http://120.77.28.4:8648/huya.php?id=11342387
电影_漫威,http://120.77.28.4:8648/huya.php?id=11602034
电影_警匪,http://120.77.28.4:8648/huya.php?id=11352886
电影_海盗,http://120.77.28.4:8648/huya.php?id=21059595
电影_赛车,http://120.77.28.4:8648/huya.php?id=11279247
电影_救援,http://120.77.28.4:8648/huya.php?id=21059594
电影_热血,http://120.77.28.4:8648/huya.php?id=11352934
电影_谍战,http://120.77.28.4:8648/huya.php?id=21059585
电影_战争,http://120.77.28.4:8648/huya.php?id=21059592
电影_洪金宝,http://120.77.28.4:8648/huya.php?id=11279251
电影_梁家辉,http://120.77.28.4:8648/huya.php?id=11342429
电影_斯坦森,http://120.77.28.4:8648/huya.php?id=21059588
电影_八点档,http://120.77.28.4:8648/huya.php?id=880261
电影_蜘蛛侠,http://120.77.28.4:8648/huya.php?id=21059599
电影_贺岁片,http://120.77.28.4:8648/huya.php?id=11601986
电影_功夫片,http://120.77.28.4:8648/huya.php?id=11352941
电影_黑帮片,http://120.77.28.4:8648/huya.php?id=11336719
电影_灾难片,http://120.77.28.4:8648/huya.php?id=11602075
电影_谍战片,http://120.77.28.4:8648/huya.php?id=21059587
电影_战争片,http://120.77.28.4:8648/huya.php?id=21059574
电影_犯罪片,http://120.77.28.4:8648/huya.php?id=11352974
电影_动作电影,http://120.77.28.4:8648/huya.php?id=11602077
电影_搞笑喜剧,http://120.77.28.4:8648/huya.php?id=11342423
电影_欢笑影院,http://120.77.28.4:8648/huya.php?id=11352894
电影_国产悬疑,http://120.77.28.4:8648/huya.php?id=11342395
